observation_id,endemic,binomial_name,country,code,class_id,file_path,label
103611447,False,Naja naja,Tamil Nadu,IN,985,2018/Naja_naja/173452634.jpg,Naja naja
9440162,False,Daboia russelii,Karnataka,IN,415,2018/Daboia_russelii/12834905.jpg,Daboia russelii
9452353,False,Indotyphlops braminus,Western Cape,ZA,742,2018/Indotyphlops_braminus/12855775.jpg,Indotyphlops braminus
9452353,False,Indotyphlops braminus,Western Cape,ZA,742,2018/Indotyphlops_braminus/12855781.jpg,Indotyphlops braminus
9452353,False,Indotyphlops braminus,Western Cape,ZA,742,2018/Indotyphlops_braminus/12855603.jpg,Indotyphlops braminus
10032453,False,Hydrophis platurus,Oaxaca,MX,715,2018/Hydrophis_platurus/13800052.jpeg,Hydrophis platurus
10032453,False,Hydrophis platurus,Oaxaca,MX,715,2018/Hydrophis_platurus/13800082.jpeg,Hydrophis platurus
10032453,False,Hydrophis platurus,Oaxaca,MX,715,2018/Hydrophis_platurus/13800083.jpeg,Hydrophis platurus
21977178,False,Malayopython reticulatus,North Sulawesi,ID,884,2018/Malayopython_reticulatus/34062904.jpeg,Malayopython reticulatus
22504203,False,Cerberus rynchops,Tamil Nadu,IN,266,2018/Cerberus_rynchops/34864515.jpeg,Cerberus rynchops
30115883,False,Ptyas mucosa,Rajasthan,IN,1245,2018/Ptyas_mucosa/47031213.jpg,Ptyas mucosa
31741818,False,Gonyosoma oxycephalum,Sabah,MY,655,2018/Gonyosoma_oxycephalum/49711092.jpg,Gonyosoma oxycephalum
58630462,False,Ptyas mucosa,Karnataka,IN,1245,2018/Ptyas_mucosa/93619313.jpg,Ptyas mucosa
66996075,False,Fowlea piscator,Gujarat,IN,624,2018/Fowlea_piscator/108134555.jpeg,Fowlea piscator
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849130.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849158.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849239.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849259.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849314.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849364.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849409.jpg,Oligodon taeniolatus
79287556,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/129849423.jpg,Oligodon taeniolatus
9515513,False,Chrysopelea paradisi,Central Visayas,PH,305,2018/Chrysopelea_paradisi/12970858.jpg,Chrysopelea paradisi
9536569,False,Rhabdophis subminiatus,Lam Dong,VN,1276,2018/Rhabdophis_subminiatus/13007644.jpeg,Rhabdophis subminiatus
9955701,False,Naja kaouthia,Phetchaburi,TH,982,2018/Naja_kaouthia/13670033.jpeg,Naja kaouthia
9955701,False,Naja kaouthia,Phetchaburi,TH,982,2018/Naja_kaouthia/13738612.jpg,Naja kaouthia
9955701,False,Naja kaouthia,Phetchaburi,TH,982,2018/Naja_kaouthia/13738625.jpg,Naja kaouthia
9994683,False,Bungarus fasciatus,Chiang Mai,TH,223,2018/Bungarus_fasciatus/13739143.jpeg,Bungarus fasciatus
16276404,False,Laticauda laticaudata,Taiwan,TW,780,2018/Laticauda_laticaudata/24440532.jpeg,Laticauda laticaudata
16276404,False,Laticauda laticaudata,Taiwan,TW,780,2018/Laticauda_laticaudata/24440704.jpeg,Laticauda laticaudata
16276404,False,Laticauda laticaudata,Taiwan,TW,780,2018/Laticauda_laticaudata/24440708.jpeg,Laticauda laticaudata
17076119,False,Boiga forsteni,Karnataka,IN,154,2018/Boiga_forsteni/25845600.jpeg,Boiga forsteni
17076119,False,Boiga forsteni,Karnataka,IN,154,2018/Boiga_forsteni/25860696.jpeg,Boiga forsteni
27197723,False,Lycodon capucinus,Selangor,MY,838,2018/Lycodon_capucinus/42293357.jpg,Lycodon capucinus
31752228,True,Psammodynastes pulverulentus,Sabah,MY,1173,2018/Psammodynastes_pulverulentus/49729396.jpg,Psammodynastes pulverulentus
31752228,True,Psammodynastes pulverulentus,Sabah,MY,1173,2018/Psammodynastes_pulverulentus/49729516.jpg,Psammodynastes pulverulentus
41527374,False,Ptyas mucosa,Sabaragamuwa,LK,1245,2018/Ptyas_mucosa/65886952.jpeg,Ptyas mucosa
78256870,False,Lycodon aulicus,West Bengal,IN,836,2018/Lycodon_aulicus/128047634.jpeg,Lycodon aulicus
9547808,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026471.jpeg,Trimeresurus purpureomaculatus
9547808,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026473.jpeg,Trimeresurus purpureomaculatus
9547808,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026476.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026945.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026947.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026950.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026951.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026954.jpeg,Trimeresurus purpureomaculatus
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026956.jpeg,Trimeresurus purpureomaculatus
9573182,False,Ahaetulla prasina,unknown,SG,38,2018/Ahaetulla_prasina/13069292.jpeg,Ahaetulla prasina
9573182,False,Ahaetulla prasina,unknown,SG,38,2018/Ahaetulla_prasina/13069294.jpeg,Ahaetulla prasina
9573182,False,Ahaetulla prasina,unknown,SG,38,2018/Ahaetulla_prasina/13069296.jpeg,Ahaetulla prasina
9573182,False,Ahaetulla prasina,unknown,SG,38,2018/Ahaetulla_prasina/13069299.jpeg,Ahaetulla prasina
9698126,False,Coelognathus flavolineatus,West Java,ID,313,2018/Coelognathus_flavolineatus/13263708.jpg,Coelognathus flavolineatus
9926883,False,Rhabdophis chrysargos,Mimaropa,PH,1266,2018/Rhabdophis_chrysargos/13620747.jpeg,Rhabdophis chrysargos
9926883,False,Rhabdophis chrysargos,Mimaropa,PH,1266,2018/Rhabdophis_chrysargos/13620753.jpeg,Rhabdophis chrysargos
11469001,False,Trimeresurus albolabris,Sai Kung,HK,1463,2018/Trimeresurus_albolabris/16366552.jpg,Trimeresurus albolabris
11469001,False,Trimeresurus albolabris,Sai Kung,HK,1463,2018/Trimeresurus_albolabris/16366547.jpg,Trimeresurus albolabris
14284708,False,Ahaetulla prasina,West Java,ID,38,2018/Ahaetulla_prasina/21211078.jpg,Ahaetulla prasina
15014217,False,Indotyphlops braminus,West Bengal,IN,742,2018/Indotyphlops_braminus/22404294.jpeg,Indotyphlops braminus
18880172,False,Oligodon purpurascens,Penang,MY,1042,2018/Oligodon_purpurascens/28930862.jpeg,Oligodon purpurascens
18880172,False,Oligodon purpurascens,Penang,MY,1042,2018/Oligodon_purpurascens/28930858.jpeg,Oligodon purpurascens
18880172,False,Oligodon purpurascens,Penang,MY,1042,2018/Oligodon_purpurascens/28930854.jpeg,Oligodon purpurascens
26523176,True,Psammodynastes pulverulentus,Sabah,MY,1173,2018/Psammodynastes_pulverulentus/41191654.jpg,Psammodynastes pulverulentus
65936109,False,Laticauda colubrina,Sulawesi Tenggara,ID,778,2018/Laticauda_colubrina/106208414.jpg,Laticauda colubrina
9619532,False,Indotyphlops braminus,Selangor,MY,742,2018/Indotyphlops_braminus/13129867.jpeg,Indotyphlops braminus
9679055,False,Coelognathus flavolineatus,Putrajaya,MY,313,2018/Coelognathus_flavolineatus/13229792.jpeg,Coelognathus flavolineatus
9679055,False,Coelognathus flavolineatus,Putrajaya,MY,313,2018/Coelognathus_flavolineatus/13229793.jpeg,Coelognathus flavolineatus
9683127,False,Hydrophis platurus,Nayarit,MX,715,2018/Hydrophis_platurus/13237409.jpg,Hydrophis platurus
9797629,False,Bungarus fasciatus,Banten,ID,223,2018/Bungarus_fasciatus/13407313.jpeg,Bungarus fasciatus
9797629,False,Bungarus fasciatus,Banten,ID,223,2018/Bungarus_fasciatus/13407314.jpeg,Bungarus fasciatus
9797629,False,Bungarus fasciatus,Banten,ID,223,2018/Bungarus_fasciatus/13407315.jpeg,Bungarus fasciatus
9841336,False,Indotyphlops braminus,Florida,US,742,2018/Indotyphlops_braminus/13478284.jpg,Indotyphlops braminus
9841336,False,Indotyphlops braminus,Florida,US,742,2018/Indotyphlops_braminus/13478279.jpg,Indotyphlops braminus
9841679,False,Python bivittatus,Florida,US,1249,2018/Python_bivittatus/13478773.jpeg,Python bivittatus
10997143,False,Lycodon capucinus,Bali,ID,838,2018/Lycodon_capucinus/15493892.jpg,Lycodon capucinus
10997143,False,Lycodon capucinus,Bali,ID,838,2018/Lycodon_capucinus/15493900.jpg,Lycodon capucinus
12371442,False,Indotyphlops braminus,Florida,US,742,2018/Indotyphlops_braminus/17823782.jpg,Indotyphlops braminus
12371442,False,Indotyphlops braminus,Florida,US,742,2018/Indotyphlops_braminus/17823776.jpg,Indotyphlops braminus
13345634,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/19557749.jpeg,Chrysopelea ornata
13345634,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/19557760.jpeg,Chrysopelea ornata
13345634,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/19557770.jpeg,Chrysopelea ornata
13345634,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/19557776.jpeg,Chrysopelea ornata
13345634,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/19557790.jpeg,Chrysopelea ornata
17217623,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/26104550.jpeg,Trimeresurus purpureomaculatus
34902560,False,Boiga trigonata,Karnataka,IN,166,2018/Boiga_trigonata/54929272.jpeg,Boiga trigonata
34902560,False,Boiga trigonata,Karnataka,IN,166,2018/Boiga_trigonata/54929310.jpeg,Boiga trigonata
35041497,False,Naja naja,Karnataka,IN,985,2018/Naja_naja/55172809.jpeg,Naja naja
35041497,False,Naja naja,Karnataka,IN,985,2018/Naja_naja/55172684.jpeg,Naja naja
66344778,False,Chrysopelea ornata,Phetchaburi,TH,304,2018/Chrysopelea_ornata/106932714.jpg,Chrysopelea ornata
77626191,False,Ptyas mucosa,Rajasthan,IN,1245,2018/Ptyas_mucosa/126967761.jpeg,Ptyas mucosa
103460417,False,Boiga trigonata,Karnataka,IN,166,2018/Boiga_trigonata/173161240.jpeg,Boiga trigonata
103460417,False,Boiga trigonata,Karnataka,IN,166,2018/Boiga_trigonata/173161217.jpeg,Boiga trigonata
9697130,False,Dendrelaphis pictus,Jakarta Raya,ID,444,2018/Dendrelaphis_pictus/13261919.jpeg,Dendrelaphis pictus
9697130,False,Dendrelaphis pictus,Jakarta Raya,ID,444,2018/Dendrelaphis_pictus/13261926.jpeg,Dendrelaphis pictus
9697130,False,Dendrelaphis pictus,Jakarta Raya,ID,444,2018/Dendrelaphis_pictus/13261929.jpg,Dendrelaphis pictus
9697130,False,Dendrelaphis pictus,Jakarta Raya,ID,444,2018/Dendrelaphis_pictus/13261932.jpg,Dendrelaphis pictus
9699475,False,Ptyas korros,Krabi,TH,1243,2018/Ptyas_korros/13265841.jpg,Ptyas korros
9699475,False,Ptyas korros,Krabi,TH,1243,2018/Ptyas_korros/13265844.jpg,Ptyas korros
9699475,False,Ptyas korros,Krabi,TH,1243,2018/Ptyas_korros/13265846.jpg,Ptyas korros
9699475,False,Ptyas korros,Krabi,TH,1243,2018/Ptyas_korros/13265847.jpg,Ptyas korros
9699475,False,Ptyas korros,Krabi,TH,1243,2018/Ptyas_korros/13265849.jpg,Ptyas korros
9701219,False,Ptyas korros,Kien Giang,VN,1243,2018/Ptyas_korros/13268983.jpg,Ptyas korros
9701219,False,Ptyas korros,Kien Giang,VN,1243,2018/Ptyas_korros/13269056.jpg,Ptyas korros
10488544,False,Trimeresurus albolabris,Daerah Istimewa Yogyakarta,ID,1463,2018/Trimeresurus_albolabris/14585000.jpeg,Trimeresurus albolabris
13475748,False,Protobothrops mucrosquamatus,Taiwan,TW,1170,2018/Protobothrops_mucrosquamatus/19786519.jpg,Protobothrops mucrosquamatus
14700021,True,Ahaetulla nasuta,Sabaragamuwa,LK,36,2018/Ahaetulla_nasuta/21918271.jpeg,Ahaetulla nasuta
31069633,False,Malayopython reticulatus,Gorontalo,ID,884,2018/Malayopython_reticulatus/48587880.jpeg,Malayopython reticulatus
31069633,False,Malayopython reticulatus,Gorontalo,ID,884,2018/Malayopython_reticulatus/48587891.jpeg,Malayopython reticulatus
40740188,False,Laticauda colubrina,North Sulawesi,ID,778,2018/Laticauda_colubrina/64585797.jpeg,Laticauda colubrina
40740193,False,Laticauda colubrina,North Sulawesi,ID,778,2018/Laticauda_colubrina/64585816.jpeg,Laticauda colubrina
80977737,False,Ahaetulla prasina,Johor,MY,38,2018/Ahaetulla_prasina/132769697.jpeg,Ahaetulla prasina
80977737,False,Ahaetulla prasina,Johor,MY,38,2018/Ahaetulla_prasina/132769724.jpeg,Ahaetulla prasina
9751254,False,Chrysopelea ornata,Phangnga,TH,304,2018/Chrysopelea_ornata/13350488.jpeg,Chrysopelea ornata
9762028,False,Chrysopelea paradisi,unknown,SG,305,2018/Chrysopelea_paradisi/13368624.jpg,Chrysopelea paradisi
9832197,False,Chrysopelea paradisi,unknown,SG,305,2018/Chrysopelea_paradisi/13463606.jpeg,Chrysopelea paradisi
10508293,False,Laticauda colubrina,Western,FJ,778,2018/Laticauda_colubrina/14618723.jpg,Laticauda colubrina
14775608,False,Daboia russelii,Tamil Nadu,IN,415,2018/Daboia_russelii/22048430.jpeg,Daboia russelii
19141436,False,Ahaetulla prasina,Central Kalimantan,ID,38,2018/Ahaetulla_prasina/29385521.jpeg,Ahaetulla prasina
19141436,False,Ahaetulla prasina,Central Kalimantan,ID,38,2018/Ahaetulla_prasina/29387126.jpeg,Ahaetulla prasina
36964698,True,Craspedocephalus malabaricus,Kerala,IN,351,2018/Craspedocephalus_malabaricus/58518096.jpg,Craspedocephalus malabaricus
36964698,True,Craspedocephalus malabaricus,Kerala,IN,351,2018/Craspedocephalus_malabaricus/58518098.jpg,Craspedocephalus malabaricus
78243597,True,Psammodynastes pulverulentus,Tsuen Wan,HK,1173,2018/Psammodynastes_pulverulentus/128024839.jpg,Psammodynastes pulverulentus
92012601,True,Ahaetulla nasuta,Sabaragamuwa,LK,36,2018/Ahaetulla_nasuta/152279908.jpg,Ahaetulla nasuta
92012601,True,Ahaetulla nasuta,Sabaragamuwa,LK,36,2018/Ahaetulla_nasuta/152279952.jpg,Ahaetulla nasuta
92012601,True,Ahaetulla nasuta,Sabaragamuwa,LK,36,2018/Ahaetulla_nasuta/152279993.jpg,Ahaetulla nasuta
9821946,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13445218.jpg,Trimeresurus purpureomaculatus
9821946,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13445216.jpg,Trimeresurus purpureomaculatus
9834293,False,Ptyas mucosa,Karnataka,IN,1245,2018/Ptyas_mucosa/13467352.jpeg,Ptyas mucosa
9834293,False,Ptyas mucosa,Karnataka,IN,1245,2018/Ptyas_mucosa/13467354.jpeg,Ptyas mucosa
9840331,False,Indotyphlops braminus,Tabasco,MX,742,2018/Indotyphlops_braminus/13476660.jpeg,Indotyphlops braminus
9845693,False,Psammophis schokari,unknown,QA,1190,2018/Psammophis_schokari/13485793.jpeg,Psammophis schokari
9845693,False,Psammophis schokari,unknown,QA,1190,2018/Psammophis_schokari/13485796.jpeg,Psammophis schokari
9845693,False,Psammophis schokari,unknown,QA,1190,2018/Psammophis_schokari/13485798.jpeg,Psammophis schokari
9845693,False,Psammophis schokari,unknown,QA,1190,2018/Psammophis_schokari/13485802.jpeg,Psammophis schokari
9905352,False,Malayopython reticulatus,unknown,SG,884,2018/Malayopython_reticulatus/13583871.jpeg,Malayopython reticulatus
9947565,False,Coelognathus flavolineatus,Bengkulu,ID,313,2018/Coelognathus_flavolineatus/13656070.jpeg,Coelognathus flavolineatus
13980955,False,Python bivittatus,Kandal,KH,1249,2018/Python_bivittatus/20673364.jpg,Python bivittatus
14932142,False,Cerberus schneiderii,East Nusa Tenggara,ID,267,2018/Cerberus_schneiderii/22280250.jpeg,Cerberus schneiderii
14932420,False,Indotyphlops braminus,East Nusa Tenggara,ID,742,2018/Indotyphlops_braminus/22280379.jpeg,Indotyphlops braminus
15184914,False,Indotyphlops braminus,Yuen Long,HK,742,2018/Indotyphlops_braminus/22710963.jpeg,Indotyphlops braminus
19565825,False,Hydrophis platurus,Veraguas,PA,715,2018/Hydrophis_platurus/30117195.jpg,Hydrophis platurus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700331.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700513.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700518.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700521.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700523.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700524.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700525.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700534.jpeg,Indotyphlops braminus
20535476,False,Indotyphlops braminus,Mexico City,MX,742,2018/Indotyphlops_braminus/31700536.jpeg,Indotyphlops braminus
41056495,False,Laticauda colubrina,Bali,ID,778,2018/Laticauda_colubrina/65094655.png,Laticauda colubrina
56384666,False,Fowlea flavipunctatus,Guangdong,CN,622,2018/Fowlea_flavipunctatus/89852771.jpg,Fowlea flavipunctatus
67604474,True,Psammodynastes pulverulentus,Phetchaburi,TH,1173,2018/Psammodynastes_pulverulentus/109266566.jpg,Psammodynastes pulverulentus
69870734,False,Lycodon aulicus,Uttar Pradesh,IN,836,2018/Lycodon_aulicus/113476429.jpeg,Lycodon aulicus
69870734,False,Lycodon aulicus,Uttar Pradesh,IN,836,2018/Lycodon_aulicus/113476397.jpeg,Lycodon aulicus
69870736,False,Lycodon aulicus,Uttar Pradesh,IN,836,2018/Lycodon_aulicus/113476614.jpeg,Lycodon aulicus
69870737,False,Lycodon aulicus,Uttar Pradesh,IN,836,2018/Lycodon_aulicus/113476541.jpeg,Lycodon aulicus
69870737,False,Lycodon aulicus,Uttar Pradesh,IN,836,2018/Lycodon_aulicus/113476511.jpeg,Lycodon aulicus
69870754,False,Indotyphlops braminus,Uttar Pradesh,IN,742,2018/Indotyphlops_braminus/113476995.jpeg,Indotyphlops braminus
69870754,False,Indotyphlops braminus,Uttar Pradesh,IN,742,2018/Indotyphlops_braminus/113477001.jpeg,Indotyphlops braminus
9904204,False,Rhabdophis chrysargos,Penang,MY,1266,2018/Rhabdophis_chrysargos/13582307.jpg,Rhabdophis chrysargos
9918448,False,Trimeresurus purpureomaculatus,Krabi,TH,1479,2018/Trimeresurus_purpureomaculatus/13606171.jpeg,Trimeresurus purpureomaculatus
9952696,False,Rhabdophis chrysargos,Penang,MY,1266,2018/Rhabdophis_chrysargos/13664763.jpeg,Rhabdophis chrysargos
9952696,False,Rhabdophis chrysargos,Penang,MY,1266,2018/Rhabdophis_chrysargos/14907445.jpg,Rhabdophis chrysargos
10476799,False,Ahaetulla mycterizans,Central Java,ID,35,2018/Ahaetulla_mycterizans/14564606.jpeg,Ahaetulla mycterizans
54621719,False,Chrysopelea paradisi,Krabi,TH,305,2018/Chrysopelea_paradisi/86922813.jpg,Chrysopelea paradisi
83192835,False,Hydrophis platurus,San Jose,CR,715,2018/Hydrophis_platurus/136604180.jpg,Hydrophis platurus
95264756,False,Coelognathus radiatus,Prachuap Khiri Khan,TH,315,2018/Coelognathus_radiatus/158132151.jpg,Coelognathus radiatus
95264756,False,Coelognathus radiatus,Prachuap Khiri Khan,TH,315,2018/Coelognathus_radiatus/158132160.jpg,Coelognathus radiatus
9954075,False,Ovophis monticola,Chiang Mai,TH,1059,2018/Ovophis_monticola/13667276.jpg,Ovophis monticola
9954075,False,Ovophis monticola,Chiang Mai,TH,1059,2018/Ovophis_monticola/13667273.jpg,Ovophis monticola
9954075,False,Ovophis monticola,Chiang Mai,TH,1059,2018/Ovophis_monticola/157092771.jpg,Ovophis monticola
9954157,False,Rhabdophis subminiatus,Thua Thien-Hue,VN,1276,2018/Rhabdophis_subminiatus/13667605.jpeg,Rhabdophis subminiatus
9954157,False,Rhabdophis subminiatus,Thua Thien-Hue,VN,1276,2018/Rhabdophis_subminiatus/13667608.jpeg,Rhabdophis subminiatus
10080025,False,Ptyas mucosa,Karnataka,IN,1245,2018/Ptyas_mucosa/13883518.jpeg,Ptyas mucosa
10163977,False,Laticauda colubrina,Andaman and Nicobar Islands,IN,778,2018/Laticauda_colubrina/14028785.jpg,Laticauda colubrina
18027405,False,Python bivittatus,Yunnan,CN,1249,2018/Python_bivittatus/27561990.jpg,Python bivittatus
38252153,False,Dendrelaphis cyanochloris,Penang,MY,433,2018/Dendrelaphis_cyanochloris/60770621.jpg,Dendrelaphis cyanochloris
38252153,False,Dendrelaphis cyanochloris,Penang,MY,433,2018/Dendrelaphis_cyanochloris/60770624.jpg,Dendrelaphis cyanochloris
69879098,False,Ptyas mucosa,West Bengal,IN,1245,2018/Ptyas_mucosa/113486947.jpeg,Ptyas mucosa
91403340,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/151182433.jpg,Oligodon taeniolatus
91403340,False,Oligodon taeniolatus,Tamil Nadu,IN,1045,2018/Oligodon_taeniolatus/151182457.jpg,Oligodon taeniolatus
105212580,False,Malayopython reticulatus,Sarawak,MY,884,2018/Malayopython_reticulatus/176479582.jpeg,Malayopython reticulatus
9998003,False,Lycodon capucinus,unknown,SG,838,2018/Lycodon_capucinus/13745934.jpg,Lycodon capucinus
9999239,False,Lycodon capucinus,unknown,SG,838,2018/Lycodon_capucinus/13747186.jpg,Lycodon capucinus
10014081,False,Chrysopelea ornata,Penang,MY,304,2018/Chrysopelea_ornata/13771962.jpeg,Chrysopelea ornata
10015981,False,Coelognathus flavolineatus,Johor,MY,313,2018/Coelognathus_flavolineatus/13775161.jpeg,Coelognathus flavolineatus
10015981,False,Coelognathus flavolineatus,Johor,MY,313,2018/Coelognathus_flavolineatus/13775162.jpeg,Coelognathus flavolineatus
11598476,False,Malayopython reticulatus,Penang,MY,884,2018/Malayopython_reticulatus/16568537.jpg,Malayopython reticulatus
69712349,False,Ahaetulla oxyrhyncha,Kerala,IN,37,2018/Ahaetulla_oxyrhyncha/113176634.jpeg,Ahaetulla oxyrhyncha
69906707,False,Lycodon aulicus,West Bengal,IN,836,2018/Lycodon_aulicus/113516399.jpeg,Lycodon aulicus
69906707,False,Lycodon aulicus,West Bengal,IN,836,2018/Lycodon_aulicus/113516375.jpeg,Lycodon aulicus
69906715,False,Dendrelaphis tristis,West Bengal,IN,450,2018/Dendrelaphis_tristis/113516497.jpeg,Dendrelaphis tristis
69906715,False,Dendrelaphis tristis,West Bengal,IN,450,2018/Dendrelaphis_tristis/113516511.jpeg,Dendrelaphis tristis
69906715,False,Dendrelaphis tristis,West Bengal,IN,450,2018/Dendrelaphis_tristis/113516569.jpeg,Dendrelaphis tristis
69906715,False,Dendrelaphis tristis,West Bengal,IN,450,2018/Dendrelaphis_tristis/113517722.jpeg,Dendrelaphis tristis
10052191,False,Indotyphlops braminus,Northern Territory,AU,742,2018/Indotyphlops_braminus/13835142.jpeg,Indotyphlops braminus
10052191,False,Indotyphlops braminus,Northern Territory,AU,742,2018/Indotyphlops_braminus/13835166.jpeg,Indotyphlops braminus
10052191,False,Indotyphlops braminus,Northern Territory,AU,742,2018/Indotyphlops_braminus/13835207.jpg,Indotyphlops braminus
10080457,False,Ptyas mucosa,Phetchaburi,TH,1245,2018/Ptyas_mucosa/13884353.jpeg,Ptyas mucosa
10082778,False,Ahaetulla prasina,Johor,MY,38,2018/Ahaetulla_prasina/13888134.jpeg,Ahaetulla prasina
10084341,False,Ahaetulla prasina,Johor,MY,38,2018/Ahaetulla_prasina/13891032.jpg,Ahaetulla prasina
10084361,False,Ahaetulla prasina,Johor,MY,38,2018/Ahaetulla_prasina/13891051.jpg,Ahaetulla prasina
10097198,False,Lycodon capucinus,unknown,SG,838,2018/Lycodon_capucinus/13913052.jpeg,Lycodon capucinus
10191349,False,Indotyphlops braminus,Texas,US,742,2018/Indotyphlops_braminus/14076009.jpeg,Indotyphlops braminus
11412275,True,Psammodynastes pulverulentus,Sabah,MY,1173,2018/Psammodynastes_pulverulentus/16272042.jpg,Psammodynastes pulverulentus
11412308,False,Gonyosoma oxycephalum,Sabah,MY,655,2018/Gonyosoma_oxycephalum/16272117.jpg,Gonyosoma oxycephalum
14034952,True,Elaphe taeniura,Taiwan,TW,545,2018/Elaphe_taeniura/20768970.jpeg,Elaphe taeniura
14034952,True,Elaphe taeniura,Taiwan,TW,545,2018/Elaphe_taeniura/20768973.jpeg,Elaphe taeniura
14034952,True,Elaphe taeniura,Taiwan,TW,545,2018/Elaphe_taeniura/20768975.jpeg,Elaphe taeniura
14340635,False,Hebius beddomei,Karnataka,IN,664,2018/Hebius_beddomei/21309247.jpeg,Hebius beddomei
15176203,False,Ahaetulla prasina,Penang,MY,38,2018/Ahaetulla_prasina/22687335.jpeg,Ahaetulla prasina
17147816,False,Indotyphlops braminus,Uttar Pradesh,IN,742,2018/Indotyphlops_braminus/25978531.jpeg,Indotyphlops braminus
64037395,False,Laticauda colubrina,Phangnga,TH,778,2018/Laticauda_colubrina/102882512.jpeg,Laticauda colubrina
66727895,False,Rhabdophis subminiatus,Guangdong,CN,1276,2018/Rhabdophis_subminiatus/107635870.jpg,Rhabdophis subminiatus
67560168,False,Indotyphlops braminus,Jalisco,MX,742,2018/Indotyphlops_braminus/109181405.jpeg,Indotyphlops braminus
67560168,False,Indotyphlops braminus,Jalisco,MX,742,2018/Indotyphlops_braminus/109181408.jpeg,Indotyphlops braminus
67560168,False,Indotyphlops braminus,Jalisco,MX,742,2018/Indotyphlops_braminus/109181410.jpeg,Indotyphlops braminus
67560168,False,Indotyphlops braminus,Jalisco,MX,742,2018/Indotyphlops_braminus/109181411.jpeg,Indotyphlops braminus
